244						Furthermore , His6-l-afadin-C corresponding to the COOH-terminal 199 aa was cosedimented with F-actin .
245						These results indicate that l-afadin shows F-actin-binding activity and that the domain responsible for this activity is located at the COOH-terminal 199 aa .
246						Many actin binding protein families have been isolated and characterized .
247						Of these families , for instance , the alpha-actinin and spectrin family members have been shown to usually form oligomers , such as a homodimer or a heterotetramer , and thereby show the F-actin-cross-linking activity .
248						alpha-Actinin made the viscosity of F-actin unmeasurably high on the low shear viscometry , and it caused F-actin to associate into bundles and meshworks , as estimated by transmission electron microscopy .
249						The stoichiometry is one alpha-actinin molecule per about seven actin molecules , and the kilodalton value is the order of 10 -7 .
250						In contrast , the effect of the Mono Q sample of l-afadin on F-actin was small on the low shear viscometry , and the sample hardly showed F-actin-cross-linking activity , as estimated by transmission electron microscopy .
251						The stoichiometry was calculated to be 1 His6-l-afadin-C molecule per ~ 500 actin molecules .
252						The kilodalton value was calculated to be the order of 10 -7 .
253						These results indicate that l-afadin belongs to a family different from the alpha-actinin and spectrin family .
254						The ERM family , including ezrin , radixin , and moesin , belongs to the band 4.1 superfamily , an F-actin-binding protein superfamily , and there have been several reports that purified ezrin and moesin are hardly cosedimented with F-actin .
255						Luna 's group has recently shown by the 125 I labeled F-actin blot overlay that ezrin and moesin exhibit the F-actin-binding activity .
256						They have also shown by competition experiments using the 125 I labeled F-actin blot overlay that ezrin and moesin bind along the sides of F-actin .
257						The biochemical properties of l-afadin are apparently similar to those of ezrin and moesin .
258						l-Afadin may bind F-actin in a manner similar to those of ezrin and moesin .
259						An immunofluorescence microscopic study by use of the antibody specific to l-afadin revealed that l-afadin was localized at the junctional complex region .
260						Further microscopic and electron microscopic studies revealed that l-afadin was concentrated at cadherin based cell-to-cell AJ .
261						Taken together with the biochemical properties of l-afadin , l-afadin is likely to be involved in the linkage between the actin cytoskeleton and cell-to-cell AJ .
262						Both l- and s-afadins have one PDZ domain .
263						The PDZ domain has been found in a variety of proteins that are typically localized at cell-to-cell junctions and shown to bind to the unique COOH-terminal motifs of target proteins , which are found in a large number of transmembrane proteins .
264						l-Afadin may be recruited to cell-to-cell AJ through its PDZ domain .
265						To understand the mechanism by which l-afadin is localized at cell-to-cell AJ , it is of crucial importance to identify its interacting molecule ( s ) .
266						Many F-actin-binding proteins , including alpha-actinin , talin , and vinculin , have been shown to serve as linkers between the actin cytoskeleton and integrin at cell-to-matrix AJ .
267						The cytoplasmic domain of the beta-subunit of integrin interacts directly with alpha-actinin and talin and indirectly with vinculin through alpha-actinin and talin .
268						At cell-to-cell AJ , the cytoplasmic domain of cadherin interacts with alpha-catenin through beta-catenin .
269						alpha-Catenin interacts directly with F-actin , alpha-actinin , and ZO-1 .
270						Vinculin is highly concentrated at cell-to-cell AJ , but its interacting molecule has not yet been identified .
271						We showed here that l-afadin was localized at cell-to-cell AJ .
272						Therefore , the molecular linkage mechanism between the actin cytoskeleton and cadherin is apparently similar to that between the actin cytoskeleton and integrin in the sense that F-actin is linked to each transmembrane protein through multiple F-actin-binding proteins .
273						The AF-6 gene has originally been identified as a fusion partner of the ALL-1 gene , which is known to be involved in acute leukemia .
274						It has recently been shown that the AF-6 gene maps outside the minimal region of deletion in ovarian cancers with similar chromosomal aberrations .
275						However , neither the significance of the fusion of these two genes nor the role of s-afadin in carcinogenesis has been clarified .
276						s-Afadin has recently been shown to have significant homology to the product of the Drosophila canoe gene ( Miyamato et al. , 1995 ) .
277						The canoe gene interacts genetically with the Notch signal cascade in the eye , bristle , and wing development ( Miyamato et al. , 1995 ) .
278						Moreover , the canoe gene interacts genetically with the armadillo ( beta-catenin ) gene ( Miyamato et al. , 1995 ) .
279						The products of the Notch and armadillo genes have been implicated in adhesive cell-to-cell communications .
280						l- and s-Afadins may also play a role in the development of various tissues by mediating interactions between the adhesive molecule initiated signal transduction pathways .
281						The AF-6 protein ( s-afadin ) has recently been shown to interact specifically with the GTP bound active form of Ras small G protein ; however , we have not been able to reproduce this earlier finding .
282						We found that both the GDP- and GTP bound forms of Ki-Ras interacted with l- and s-afadins to similar extents and that the stoichiometry of these interactions was negligible ( data not shown ) .
283						Moreover , an immunofluorescence microscopic study of Madin-Darby canine kidney cells stably expressing an myc tagged dominant active mutant of Ki-Ras ( N12V ) or an myc tagged wild type of Ki-Ras showed that these two types of Ras are not concentrated at cell-to-cell AJ ( Takaishi , K. , and Y. Takai , unpublished observations ) .
284						All of these results do not support the specific interaction of Ras with s-afadin , and the relationship between Ras and s-afadin is currently unknown .
285						Figures and Tables
286						Figure 1
287						Mono Q column chromatography .
288						Absorbance at 280 nm ( A 280 ) .
289						( b ) 125 I labeled F-actin blot overlay .
290						An aliquot ( 3 mul ) of each fraction was subjected to 125 I labeled F-actin blot overlay .
291						( c ) Protein staining with Coomassie brilliant blue .
292						An aliquot ( 10 mul ) of each fraction was subjected to SDS-PAGE ( 8 % polyacrylamide gel ) , followed by protein staining with Coomassie brilliant blue .
293						Figure 2
294						Schematic drawings of l-afadin ( p205 ) and s-afadin ( p190 ) cDNAs .
295						( 1 ) alternative insertion of 21 bp ; ( 2 ) alternative insertion of 36 bp .
296						The sequence data of the l- and s-afadin genes are available from GenBank/EMBL/DDBJ under accession numbers U83230 and U83231 , respectively .
297						Figure 3
298						Domain organization of l-afadin ( p205 ) and s-afadin ( p190 ) .
299						F-actin-binding activity of various fragments of recombinant l-afadin .
300						Full-length l-afadin ( aa 1-1829 ) ( myc-l-afadin ) and its deletion mutant ( aa 1-1673 ) ( myc-l-afadinDeltaC ) were expressed as myc tagged proteins in COS7 cells .
301						The COOH-terminal fragment ( aa 1631-1829 ) ( GST-l-afadin-C ) was expressed as a GST fusion protein in E. coli and was purified with glutathione-Sepharose .
302						The extracts from the COS7 cells and the protein purified from the bacteria were subjected to a 125 I labeled F-actin blot overlay .
303						The extracts from the COS7 cells were subjected to Western blot analysis using the myc epitope antibody to confirm the expression amounts .
304						( Left ) 125 I labeled F-actin blot overlay ; ( right ) Western blot analysis using the anti-myc antibody .
305						( Asterisks ) endogenous proteins of COS7 cells with 125 I labeled F-actin-binding activity .
306						( b ) Schematic drawings of l- and s-afadin structures .
307						Figure 4
308						Tissue distribution of l-afadin .
309						Northern blot analysis .
310						A RNA blot membrane ( CLONTECH , Palo Alto , CA ) was hybridized with the 32 P labeled fragment ( bp 5327-5812 ) of the l-afadin cDNA according to the manufacturer 's protocol .
311						In addition to the ~ 7.5-kb mRNA of l-afadin , a smaller mRNA of ~ 4.2 kb was detected in several tissues , but significance of this is unknown .
312						( b1 and b2 ) Western blot analyses .
313						Various rat tissue homogenates ( 10 mug of protein each ) were subjected to SDS-PAGE ( 8 % polyacrylamide gel ) , followed by immunoblot using the anti-l-afadin ( b1 ) or the anti-l- and -s-afadin antibody ( b2 ) .
314						The lower band in the heart lane with the anti-l-afadin antibody was nonspecific , since the treatment with the peptide that was used to raise the antibody did not quench this lower band , while it quenched the band with a molecular mass of ~ 205 kD ( l-afadin ) .
315						Figure 5
316						Biochemical properties of l-afadin .
317						Inhibition by myosin S1 of the binding of l-afadin to 125 I labeled F-actin .
318						The Mono Q sample of l-afadin ( 0.1 mug of protein ) was subjected to SDS-PAGE ( 8 % polyacrylamide gel ) , followed by the blot overlay with 125 I labeled F-actin pretreated with myosin S1 in the presence or absence of ATP .
319						( b ) Increase by l-afadin of the viscosity of F-actin .
320						The viscosity of F-actin was measured by low shear viscometry .
321						* , With l-afadin ; o , with alpha-actinin .
322						( c ) Binding of His6-l-afadin-C to F-actin .
323						The binding curve was generated by the cosedimentation of His6-l-afadin-C with F-actin .
324						Figure 6
325						Localization of l-afadin , E-cadherin , and vinculin in various rat or mouse tissues .
326						The staining of rat liver with the anti- l-afadin antibody .
327						Arrow , longitudinal-section view of bile canaliculi ; arrowhead , cross-section view of bile canaliculi .
328						( b1-b3 ) The double staining of mouse small intestinal epithelial cells with the anti-l-afadin and anti-E-cadherin antibodies : ( b1 ) l-afadin ; ( b2 ) E-cadherin ; ( b3 ) l-afadin and E-cadherin .
329						Arrows , basal level ; arrowheads , apical level .
330						( c1-c3 ) The double staining of the tangential section of mouse small intestinal cells at the level of the apical surface with the anti-l-afadin and anti-E-cadherin antibodies : ( c1 ) l-afadin ; ( c2 ) E-cadherin ; ( c3 ) l-afadin and E-cadherin .
331						( d1-d3 ) The double staining of mouse heart with the anti-l-afadin and antivinculin antibodies .
332						It should be noted that the staining of l-afadin is also associated with the blood vessels : ( d1 ) l-afadin ; ( d2 ) vinculin ; ( d3 ) l-afadin and vinculin .
333						arrows , intercalated disc ; arrowhead , costamere ; double arrowheads , blood vessel .
334						Bars : ( a and b ) 10 mum ; ( c ) 5 mum ; 50 mum .
335						Figure 7
336						Localization of l-afadin and ZO-1 in the EL cells expressing E-cadherin .
337						The EL cells expressing E-cadherin were doubly stained with the anti-l-afadin and anti-ZO-1 antibodies .
338						l-Afadin was concentrated at cell-to-cell AJ .
339						There were perinuclear and nuclear stainings with this anti-l-afadin antibody , but its significance is not clear .
340						l-afadin ; ( b ) ZO-1 .
341						arrows , cell-to-cell AJ .
342						Bar , 25 mum .
343						Figure 8
344						Different localization of l-afadin , ZO-1 , and desmoplakin .
345						( a1-a3 ) Localization of l-afadin and ZO-1 in mouse small intestine : ( a1 ) l-afadin ; ( a2 ) ZO-1 ; ( a3 ) l-afadin and ZO-1 .
346						arrows , the sites where green ( ZO-1 ) , yellow ( the mixture of l-afadin and ZO-1 ) , and red ( l-afadin ) signals occurred in this order from the apical side to the basal side .
347						( b1-b3 ) Localization of l-afadin and desmoplakin in the isolated bile canaliculi : ( b1 ) l-afadin ; ( b2 ) desmoplakin ; ( b3 ) l-afadin and desmoplakin .
348						Asterisk , the inner space of the bile canaliculi .
349						Bars : 15 mum ; ( b ) 5 mum .
350						Figure 9
351						Ultrastructural localization of l-afadin in rat small intestine .
352						Intestinal epithelial cells were labeled singly with the anti-l-afadin antibody .
353						silver enhancement technique ; ( b ) ultrathin cryosection technique .
354						Open arrow , tight junction ; closed arrow , cell-to-cell AJ ; mv , microvilli .
355						Bars , 0.2 mum .
